1608;Toulouse;Ecole Elementaire Publique Jean Chaubet(0310928r);E;Enseignant classeélémentaire;Sans spécialité;0;6
1609;Toulouse;Ecole Elementaire Publique Bonhoure(0310929s);E;Enseignant classeélémentaire;Sans spécialité;0;3
1610;Toulouse;Ecole Elementaire Publique Marengo-Periole(0310934x);E;Enseignant classeélémentaire;Sans spécialité;2;4
1611;Toulouse;Ecole Primaire Sermet (0310950p);E;Enseignant classeélémentaire;Sans spécialité;0;3
1612;Toulouse;Ecole Elementaire Publique Nord (0310952s);E;Enseignant classeélémentaire;Sans spécialité;0;1
1613;Toulouse;Ecole Elementaire Publique Leo Lagrange(0310960a);E;Enseignant classeélémentaire;Sans spécialité;2;6
1614;Toulouse;Ecole Elementaire Publique Cuvier (0310970l);E;Enseignant classeélémentaire;Sans spécialité;2;10
1615;Toulouse;Ecole Primaire Publique Grand Selve(0310975s);E;Enseignant classeélémentaire;Sans spécialité;0;7
1616;Toulouse;Ecole Elementaire Publique Georges Hyon(0310987e);E;Enseignant classeélémentaire;Sans spécialité;1;3
1617;Toulouse;Ecole Elementaire Publique Ronsard (0310988f) E;E;Enseignant classeélémentaire;Sans spécialité;0;7
1618;Toulouse;Ecole Elementaire Publique Bonnefoy(0310992k);E;Enseignant classeélémentaire;Sans spécialité;0;6
1619;Toulouse;Ecole Elementaire Publique Bayard-Matabiau(0310993l);E;Enseignant classeélémentaire;Sans spécialité;1;5
1620;Toulouse;Ecole Elementaire Publique Sauzelong(0311006a);E;Enseignant classeélémentaire;Sans spécialité;0;4
1621;Toulouse;Ecole Primaire Publique Alexandre Fourtanier(0311008c);E;Enseignant classeélémentaire;Sans spécialité;0;3
1622;Toulouse;Ecole Primaire Armand Leygue (0311010e);E;Enseignant classeélémentaire;Sans spécialité;0;4
1623;Toulouse;Ecole Elementaire Publique Fontaine Bayonne(0311015k);E;Enseignant classeélémentaire;Sans spécialité;0;3
1624;Toulouse;Ecole Elementaire Publique Marcel Pagnol(0311016l);E;Enseignant classeélémentaire;Sans spécialité;0;5
1625;Toulouse;Ecole Elementaire Publique Lespinasse(0311021s);E;Enseignant classeélémentaire;Sans spécialité;0;6
1626;Toulouse;Ecole Primaire Publique Les Oustalous(0311024v);E;Enseignant classeélémentaire;Sans spécialité;0;4
2556;Toulouse;Ecole Elementaire Application Maurice Becanne(0311025w);E;Enseignant classeélémentaire;Sans spécialité;0;2
1627;Toulouse;Ecole Elementaire Publique Lapujade(0311089r);E;Enseignant classeélémentaire;Sans spécialité;0;12
1628;Toulouse;Ecole Elementaire Publique Paul Dottin(0311305a);E;Enseignant classeélémentaire;Sans spécialité;0;13
1629;Toulouse;Ecole Elementaire Publique Monge (0311569m) E;E;Enseignant classeélémentaire;Sans spécialité;0;4
1630;Toulouse;Ecole Elementaire Publique Les Gais Pinsons(0311601x);E;Enseignant classeélémentaire;Sans spécialité;0;6
1631;Toulouse;Ecole Elementaire Publique Daniel Faucher(0311604a);E;Enseignant classeélémentaire;Sans spécialité;0;5
1632;Toulouse;Ecole Elementaire Publique Le Pastel(0311641r);E;Enseignant classeélémentaire;Sans spécialité;0;3
1633;Toulouse;Ecole Elementaire Publique Francoise Heritier(0311645v);E;Enseignant classeélémentaire;Sans spécialité;0;5
1634;Toulouse;Ecole Elementaire Publique Didier Daurat(0311693x);E;Enseignant classeélémentaire;Sans spécialité;2;4
1635;Toulouse;Ecole Elementaire Publique La Terrasse(0311745d);E;Enseignant classeélémentaire;Sans spécialité;0;5
1636;Toulouse;Ecole Primaire Publique Ada Lovelace(0311782u);E;Enseignant classeélémentaire;Sans spécialité;1;4
1637;Toulouse;Ecole Elementaire Publique Fabre (0311880a);E;Enseignant classeélémentaire;Sans spécialité;0;7
1638;Toulouse;Ecole Elementaire Publique Montaudran(0311923x);E;Enseignant classeélémentaire;Sans spécialité;0;6
1639;Toulouse;Ecole Elementaire Publique Leonce Bourliaguet(0311961n);E;Enseignant classeélémentaire;Sans spécialité;0;6
1640;Toulouse;Ecole Elementaire Publique Les Vergers(0312028l);E;Enseignant classeélémentaire;Sans spécialité;0;5
1641;Toulouse;Ecole Elementaire Publique Michelet(0312077p);E;Enseignant classeélémentaire;Sans spécialité;0;5
1642;Toulouse;Ecole Elementaire Publique Moliere (0312078r);E;Enseignant classeélémentaire;Sans spécialité;1;3
1644;Toulouse;Ecole Primaire Publique Sept-Deniers(0312080t);E;Enseignant classeélémentaire;Sans spécialité;0;11
1645;Toulouse;Ecole Primaire Publique Amidonniers(0312088b);E;Enseignant classeélémentaire;Sans spécialité;1;6
1646;Toulouse;Ecole Elementaire Publique Elsa Triolet(0312107x);E;Enseignant classeélémentaire;Sans spécialité;0;6
1647;Toulouse;Ecole Elementaire Publique Viollet-Le-Duc(0312108y);E;Enseignant classeélémentaire;Sans spécialité;0;4
1648;Toulouse;Ecole Elementaire Publique Jules Ferry(0312110a);E;Enseignant classeélémentaire;Sans spécialité;0;14
1649;Toulouse;Ecole Elementaire Publique Chateau D'ancely(0312111b);E;Enseignant classeélémentaire;Sans spécialité;0;9
1650;Toulouse;Ecole Elementaire Publique Ferdinand DeLesseps (0312143l);E;Enseignant classeélémentaire;Sans spécialité;0;7
1651;Toulouse;Ecole Elementaire Publique Alfred De Musset(0312151v);E;Enseignant classeélémentaire;Sans spécialité;1;9
1652;Toulouse;Ecole Elementaire Publique Anatole France(0312152w);E;Enseignant classeélémentaire;Sans spécialité;0;7
1653;Toulouse;Ecole Elementaire Publique Henri Guillaumet(0312153x);E;Enseignant classeélémentaire;Sans spécialité;1;6
1654;Toulouse;Ecole Elementaire Publique Jean Mace(0312154y);E;Enseignant classeélémentaire;Sans spécialité;0;8
1655;Toulouse;Ecole Primaire Publique Littre (0312155z);E;Enseignant classeélémentaire;Sans spécialité;0;7
1656;Toulouse;Ecole Elementaire Publique La Juncasse(0312156a);E;Enseignant classeélémentaire;Sans spécialité;0;8
1657;Toulouse;Ecole Elementaire Publique Jolimont(0312173u);E;Enseignant classeélémentaire;Sans spécialité;0;7
1658;Toulouse;Ecole Elementaire Publique Soupetard(0312174v);E;Enseignant classeélémentaire;Sans spécialité;0;17
1659;Toulouse;Ecole Elementaire Publique Courrege(0312176x);E;Enseignant classeélémentaire;Sans spécialité;0;8
1660;Toulouse;Ecole Elementaire Publique Rangueil(0312177y);E;Enseignant classeélémentaire;Sans spécialité;0;5
1661;Toulouse;Ecole Elementaire Publique Ernest Renan(0312178z);E;Enseignant classeélémentaire;Sans spécialité;0;12
1662;Toulouse;Ecole Elementaire Publique Victor Hugo(0312196u);E;Enseignant classeélémentaire;Sans spécialité;0;14
1663;Toulouse;Ecole Elementaire Publique Patte D'oie(0312197v);E;Enseignant classeélémentaire;Sans spécialité;0;10
1664;Toulouse;Ecole Elementaire Publique Calvinhac(0312226b);E;Enseignant classeélémentaire;Sans spécialité;0;4
1665;Toulouse;Ecole Elementaire Publique Buffon (0312227c);E;Enseignant classeélémentaire;Sans spécialité;0;15
1666;Toulouse;Ecole Elementaire Publique Etienne Billieres(0312272b);E;Enseignant classeélémentaire;Sans spécialité;1;10
1667;Toulouse;Ecole Elementaire Publique Jules Julien(0312273c);E;Enseignant classeélémentaire;Sans spécialité;0;12
1668;Toulouse;Ecole Elementaire Publique Michoun (0312276f) E;E;Enseignant classeélémentaire;Sans spécialité;1;11
1669;Toulouse;Ecole Elementaire Publique Lakanal (0312292y) E;E;Enseignant classeélémentaire;Sans spécialité;0;7
1670;Toulouse;Ecole Elementaire Publique Lardenne(0312293z);E;Enseignant classeélémentaire;Sans spécialité;1;7
1671;Toulouse;Ecole Elementaire Publique Jean Jaures(0312294a);E;Enseignant classeélémentaire;Sans spécialité;0;10
1672;Toulouse;Ecole Elementaire Publique Gaston Dupouy(0312320d);E;Enseignant classeélémentaire;Sans spécialité;0;4
1673;Toulouse;Ecole Elementaire Publique Simone Veil(0312323g);E;Enseignant classeélémentaire;Sans spécialité;0;10
1674;Toulouse;Ecole Elementaire Publique Maurice Jacquier(0312324h);E;Enseignant classeélémentaire;Sans spécialité;0;7
1675;Toulouse;Ecole Elementaire Publique Georges Bastide(0312334u);E;Enseignant classeélémentaire;Sans spécialité;0;11
1676;Toulouse;Ecole Elementaire Publique Clement Falcucci(0312347h);E;Enseignant classeélémentaire;Sans spécialité;0;9
1677;Toulouse;Ecole Elementaire Publique Paul Bert(0312402t);E;Enseignant classeélémentaire;Sans spécialité;0;11
1678;Toulouse;Ecole Elementaire Publique Sylvain Dauriac(0312411c);E;Enseignant classeélémentaire;Sans spécialité;2;10
1679;Toulouse;Ecole Elementaire Publique Marie Et PierreCurie (0312427v);E;Enseignant classeélémentaire;Sans spécialité;0;17
1680;Toulouse;Ecole Elementaire Publique Papus (0312542v);E;Enseignant classeélémentaire;Sans spécialité;0;16
1681;Toulouse;Ecole Elementaire Publique Chateau De L'hers(0312598f);E;Enseignant classeélémentaire;Sans spécialité;0;4
1682;Toulouse;Ecole Elementaire Publique La Maourine(0312673m);E;Enseignant classeélémentaire;Sans spécialité;0;6
1683;Toulouse;Ecole Elementaire Publique Les Tibaous(0312679u);E;Enseignant classeélémentaire;Sans spécialité;0;9
1684;Toulouse;Ecole Elementaire Publique Fleurance(0312680v);E;Enseignant classeélémentaire;Sans spécialité;0;10
1685;Toulouse;Ecole Primaire Publique Olympe De Gouges(0312722r);E;Enseignant classeélémentaire;Sans spécialité;0;7
1686;Toulouse;Ecole Elementaire Publique Lucie Aubrac(0312750w);E;Enseignant classeélémentaire;Sans spécialité;2;5
1687;Toulouse;Ecole Primaire Publique Jean-Pierre Vernant(0312769s);E;Enseignant classeélémentaire;Sans spécialité;0;3
1688;Toulouse;Ecole Primaire Publique Ponts Jumeaux(0312852g);E;Enseignant classeélémentaire;Sans spécialité;0;8
1689;Toulouse;Ecole Primaire Publique Guilhermy (0312870b);E;Enseignant classeélémentaire;Sans spécialité;0;8
1690;Toulouse;Ecole Primaire Niboul (0312871c);E;Enseignant classeélémentaire;Sans spécialité;0;7
1691;Toulouse;Ecole Elementaire Publique Jules GeraudSaliege (0312892a);E;Enseignant classeélémentaire;Sans spécialité;1;11
1692;Toulouse;Ecole Primaire Genevieve De Gaulle Anthonioz(0312921g);E;Enseignant classeélémentaire;Sans spécialité;0;8
1693;Toulouse;Ecole Elementaire Publique Jean Zay(0312922h);E;Enseignant classeélémentaire;Sans spécialité;0;11
1694;Toulouse;Ecole Elementaire Publique Borderouge(0312942e);E;Enseignant classeélémentaire;Sans spécialité;1;7
1695;Toulouse;Ecole Primaire Publique Germaine Tillion(0312943f);E;Enseignant classeélémentaire;Sans spécialité;0;4
1696;Toulouse;Ecole Primaire Georges Mailhos (0312975r);E;Enseignant classeélémentaire;Sans spécialité;1;7
1697;Toulouse;Ecole Primaire Josephine Baker (0312977t);E;Enseignant classeélémentaire;Sans spécialité;2;7
1698;Toulouse;Ecole Primaire Canto Laouzetto (0313018m);E;Enseignant classeélémentaire;Sans spécialité;3;5
168859;Toulouse;Ecole Primaire Fenelon (0313046t);E;Enseignant classeélémentaire;Sans spécialité;1;3
168860;Toulouse;Ecole Primaire Publique Emilie Du Chatelet(0313131k);E;Enseignant classeélémentaire;Sans spécialité;1;1
188052;Toulouse;Ecole Primaire Publique Marie De Gournay(0313234x);E;Enseignant classeélémentaire;Sans spécialité;1;0
188059;Toulouse;Ecole Elementaire Publique Marie Marvingt(0313236z);E;Enseignant classeélémentaire;Sans spécialité;0;9
1849;Toulouse;Ecole Primaire Publique Calas - Dupont(0310161g);E;Enseignant classepréélémentaire;Sans spécialité;0;5
175110;Toulouse;Ecole Primaire Application Benezet (0310162h) E;E;Enseignant classepréélémentaire;Sans spécialité;0;1
980;Toulouse;Ecole Maternelle Publique Jean Dieuzaide(0310185h);E;Enseignant classepréélémentaire;Sans spécialité;0;3
982;Toulouse;Ecole Maternelle Publique Jules Ferry(0310187k);E;Enseignant classepréélémentaire;Sans spécialité;0;7
983;Toulouse;Ecole Maternelle Publique Jean Jaures(0310188l);E;Enseignant classepréélémentaire;Sans spécialité;0;5
984;Toulouse;Ecole Maternelle Publique Jean Mace(0310189m);E;Enseignant classepréélémentaire;Sans spécialité;0;3
985;Toulouse;Ecole Maternelle Publique Jules Julien(0310190n);E;Enseignant classepréélémentaire;Sans spécialité;0;3
986;Toulouse;Ecole Maternelle Publique Clement Falcucci(0310193s);E;Enseignant classepréélémentaire;Sans spécialité;0;5
987;Toulouse;Ecole Maternelle Publique Georges Hyon(0310194t);E;Enseignant classepréélémentaire;Sans spécialité;0;4
988;Toulouse;Ecole Maternelle Publique Chateau De L'hers(0310195u);E;Enseignant classepréélémentaire;Sans spécialité;0;2
989;Toulouse;Ecole Maternelle Publique Courrege (0310196v) E;E;Enseignant classepréélémentaire;Sans spécialité;1;4
990;Toulouse;Ecole Maternelle Publique Fabre (0310197w);E;Enseignant classepréélémentaire;Sans spécialité;1;2
991;Toulouse;Ecole Maternelle Publique Henri Guillaumet(0310198x);E;Enseignant classepréélémentaire;Sans spécialité;0;3
992;Toulouse;Ecole Maternelle Publique Jean Chaubet(0310199y);E;Enseignant classepréélémentaire;Sans spécialité;0;3
993;Toulouse;Ecole Maternelle Publique Leo Lagrange(0310200z);E;Enseignant classepréélémentaire;Sans spécialité;0;5
995;Toulouse;Ecole Maternelle Publique Rangueil (0310202b);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1208;Toulouse;Ecole Maternelle D Application Ricardie 1(0310203c);E;Enseignant classepréélémentaire;Sans spécialité;0;1
996;Toulouse;Ecole Maternelle Publique Sauzelong(0310204d);E;Enseignant classepréélémentaire;Sans spécialité;0;2
997;Toulouse;Ecole Maternelle Publique Buffon (0310205e);E;Enseignant classepréélémentaire;Sans spécialité;1;9
998;Toulouse;Ecole Maternelle Publique Armand Duportal(0310206f);E;Enseignant classepréélémentaire;Sans spécialité;0;2
999;Toulouse;Ecole Maternelle Publique Fontaine Casselardit(0310207g);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1000;Toulouse;Ecole Maternelle Publique Etienne Billieres(0310208h);E;Enseignant classepréélémentaire;Sans spécialité;0;9
1001;Toulouse;Ecole Maternelle Publique Marcel Pagnol(0310209j);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1002;Toulouse;Ecole Maternelle Publique Lamartine(0310210k);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1003;Toulouse;Ecole Maternelle Publique Anatole France(0310211l);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1005;Toulouse;Ecole Maternelle Publique Jean Monnet(0310215r);E;Enseignant classepréélémentaire;Sans spécialité;1;10
1006;Toulouse;Ecole Maternelle Publique Matabiau (0310216s) E;E;Enseignant classepréélémentaire;Sans spécialité;0;4
1007;Toulouse;Ecole Maternelle Publique Merly (0310217t);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1008;Toulouse;Ecole Maternelle Publique Marie Et Pierre Curie(0310218u);E;Enseignant classepréélémentaire;Sans spécialité;1;4
1009;Toulouse;Ecole Maternelle Publique Negreneys(0310219v);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1010;Toulouse;Ecole Maternelle Publique Petit Gragnague(0310220w);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1011;Toulouse;Ecole Maternelle Publique Alfred De Musset(0310221x);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1012;Toulouse;Ecole Maternelle Publique Bonnefoy (0310225b) E;E;Enseignant classepréélémentaire;Sans spécialité;0;3
1013;Toulouse;Ecole Maternelle Publique Cuvier (0310226c);E;Enseignant classepréélémentaire;Sans spécialité;0;7
1014;Toulouse;Ecole Maternelle Publique Ernest Renan(0310227d);E;Enseignant classepréélémentaire;Sans spécialité;0;8
1015;Toulouse;Ecole Maternelle Publique Jolimont (0310228e);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1016;Toulouse;Ecole Maternelle Publique La Juncasse(0310229f);E;Enseignant classepréélémentaire;Sans spécialité;1;3
1017;Toulouse;Ecole Maternelle Publique Lakanal (0310230g);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1018;Toulouse;Ecole Maternelle Publique Michelet (0310231h);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1019;Toulouse;Ecole Maternelle Publique Marengo-Periole(0310234l);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1020;Toulouse;Ecole Maternelle Publique Sarrat (0310235m);E;Enseignant classepréélémentaire;Sans spécialité;1;3
1021;Toulouse;Ecole Maternelle Publique Soupetard(0310236n);E;Enseignant classepréélémentaire;Sans spécialité;0;9
1022;Toulouse;Ecole Maternelle Publique Lardenne (0310237p) E;E;Enseignant classepréélémentaire;Sans spécialité;0;4
1023;Toulouse;Ecole Maternelle Publique Moliere (0310239s);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1024;Toulouse;Ecole Maternelle Publique Papus (0310240t);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1025;Toulouse;Ecole Maternelle Publique Patte D'oie(0310241u);E;Enseignant classepréélémentaire;Sans spécialité;0;6
1026;Toulouse;Ecole Maternelle Publique Paul Bert (0310242v) E;E;Enseignant classepréélémentaire;Sans spécialité;0;5
1028;Toulouse;Ecole Maternelle Publique Claude Nougaro(0310245y);E;Enseignant classepréélémentaire;Sans spécialité;0;4
188271;Toulouse;Ecole Primaire Falguiere (0310916c);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1850;Toulouse;Ecole Primaire Sermet (0310950p);E;Enseignant classepréélémentaire;Sans spécialité;0;3
175104;Toulouse;Ecole Primaire Publique Grand Selve(0310975s);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1851;Toulouse;Ecole Primaire Publique Alexandre Fourtanier(0311008c);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1852;Toulouse;Ecole Primaire Armand Leygue (0311010e);E;Enseignant classepréélémentaire;Sans spécialité;1;3
168861;Toulouse;Ecole Primaire Publique Les Oustalous(0311024v);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1029;Toulouse;Ecole Maternelle Publique Sylvain Dauriac(0311123c);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1030;Toulouse;Ecole Maternelle Publique Les Pinhous(0311124d);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1031;Toulouse;Ecole Maternelle Publique Lapujade (0311250r);E;Enseignant classepréélémentaire;Sans spécialité;0;7
1032;Toulouse;Ecole Maternelle Publique Chateau D'ancely(0311259a);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1033;Toulouse;Ecole Maternelle Publique Georges Bastide(0311301w);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1034;Toulouse;Ecole Maternelle Publique Louise Michel(0311304z);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1035;Toulouse;Ecole Maternelle Publique Maurice Jacquier(0311395y);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1037;Toulouse;Ecole Maternelle Publique Camille Claudel(0311550s);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1039;Toulouse;Ecole Maternelle Publique Victor Hugo(0311613k);E;Enseignant classepréélémentaire;Sans spécialité;1;6
1040;Toulouse;Ecole Maternelle Publique Daniel Faucher(0311616n);E;Enseignant classepréélémentaire;Sans spécialité;0;5
1041;Toulouse;Ecole Maternelle Publique Jean Galia(0311622v);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1042;Toulouse;Ecole Maternelle Publique Simone Veil(0311661m);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1043;Toulouse;Ecole Maternelle Publique Didier Daurat(0311662n);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1044;Toulouse;Ecole Maternelle Publique Tabar (0311695z);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1045;Toulouse;Ecole Maternelle Publique Pech-David(0311697b);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1046;Toulouse;Ecole Maternelle Publique Ronsard (0311742a);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1047;Toulouse;Ecole Maternelle Publique La Gloire (0311743b) E;E;Enseignant classepréélémentaire;Sans spécialité;0;2
1048;Toulouse;Ecole Maternelle Publique La Terrasse(0311744c);E;Enseignant classepréélémentaire;Sans spécialité;0;1
188300;Toulouse;Ecole Primaire Publique Ada Lovelace(0311782u);E;Enseignant classepréélémentaire;Sans spécialité;2;0
1049;Toulouse;Ecole Maternelle Publique Polygone (0311783v) E;E;Enseignant classepréélémentaire;Sans spécialité;1;4
1050;Toulouse;Ecole Maternelle Publique Francoise Dolto(0311910h);E;Enseignant classepréélémentaire;Sans spécialité;0;1
1051;Toulouse;Ecole Maternelle Publique Leonce Bourliaguet(0311960m);E;Enseignant classepréélémentaire;Sans spécialité;0;4
168852;Toulouse;Ecole Maternelle D Application MauriceBecanne (0312004k);E;Enseignant classepréélémentaire;Sans spécialité;0;1
1054;Toulouse;Ecole Maternelle Publique Les Vergers(0312032r);E;Enseignant classepréélémentaire;Sans spécialité;0;3
1853;Toulouse;Ecole Primaire Publique Sept-Deniers(0312080t);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1854;Toulouse;Ecole Primaire Publique Amidonniers(0312088b);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1055;Toulouse;Ecole Maternelle Publique Viollet-Le-Duc(0312100p);E;Enseignant classepréélémentaire;Sans spécialité;0;2
1056;Toulouse;Ecole Maternelle Publique Elsa Triolet(0312112c);E;Enseignant classepréélémentaire;Sans spécialité;0;4
1057;Toulouse;Ecole Maternelle Publique Ferdinand DeLesseps (0312124r);E;Enseignant classepréélémentaire;Sans spécialité;1;3
